"bambara","french"
"I n'a fɔ a' y'a faamu cogoya min na","Comme vous l'aurez compris,"
"Nin kumakan ninnu an'a ɲɔgɔnna caman diɲɛ don o don sɔgɔmada fɛ sigi bɛ kɛ o de kan","Ce telles conversations et beaucoup d'autres se tiennent chaque matin sur le sujet du jour"
"K'a sɛgɛsɛgɛ, k'a fɛsɛfɛsɛ walasa k'a dɔn kunnafoni min nafa ka bon malidenw kelenkelenna bɛɛ lajɛlen ma.","afin d'examiner et de soupeser afin de savoir quelle information sera la plus profitable à tous les maliens et à chacun."
"Studio Tamani, ale bɛ malidenw haminankow ta ba la ni kunnafoni lakikaw ye minnu bɛ lamɛn jɛlenya kɔnɔna na,","Studio Tamani expose au grand jour ce qui préoccupe les maliens avec une information véridique que l'on écoute en toute clarté."
"Wa u talen don a sunkɔrɔ inafɔ an lamɛnbaaw tun y'o pereperelatigɛ cogoya min na","et elles vont au fond des choses, comme nous l'ont précisé nos auditeurs dans leurs demandes."
"Kɛlɛw banna an ka sigida kɔnɔna na Bafulabe yanninnɔ,","Il n'y a plus de conflits dans notre cercle ici à Bafoulabé"
"Kɛrɛnkɛrɛnnenya ( la ) min bɛ tali kɛ jɔnya wale la.","en particuliers ceux qui tournent autour de l'esclavage."
"Studio Tamani ye « Reportage » dɔ kɛ o ko la,","Studio Tamani a fait un reportage sur ce problème,"
"Ani ka kuma fɛɛrɛ o ko la minnu bɛ se ka to nin ko ka ban u ni ɲɔgɔn cɛ.","et a évoqué des solutions qui permettent d'en finir avec ça entre nous."
"U ka jɛmukan bɛ wele « Tous au grɛn » o b'a to sifinw olu kana se ka denw lase ɲɔgɔn ma","Leur émission s'appelle « tous au grin » et permet aux jeunes de ne pas se jeter les uns sur les autres."
"U ka jɛmukan wɛrɛ min ye « Grand dialogue » ye, ni gɛlɛya bɛ maa u ni ɲɔgɔn cɛ, Studio Tamani bɛ kuma di o fan filamanw bɛɛ ma.","Une autre de leurs émission est « le grand dialogue », s'il y a un conflit entre les uns et les autres, Studio Tamani donne la parole à chacune des deux parties."
"Mali dun mago b'o de la bi ka kuma di bɛɛ ma, bɛɛ k'i hakilinata fɔ,","C'est sûr, le Mali a besoin aujourd'hui qu'on donne la parole à chacun, que chacun exprime son avis,"
"A kɛra sira o sira fɛ, inafɔ politikikow ani jamana yɛrɛ ɲɛnabɔcogo la,","quelle que soit son approche, par le biais de la politique ou celui de démêler la situation du pays."
"Maaw kunnafoni kɔfɛ, Studio Tamani, a bɛ dɛmɛ ka ɲɛsin Mali kunnafonidilaw fana ma, o la arajo bisegin ni duuru, telewisiyɔn saba, olu bɛ baara kɛ ɲɔgɔn fɛ.","Au delà de l'information des populations, Studio Tamani fournit aussi de l'aide à destination des médias du Mali, dont ses 85 radios et ses trois télévisions, tous travaillent ensemble."
"O bɛ tali kɛ ɲɔgɔndɛmɛ min bɛ « fondation Hirondelle » ani URTEL ni ɲɔgɔn cɛ ka tɛmɛ ni Studio Tamani ye.","Cela s'inscrit dans l'accord existant entre la fondation Hirondelle et l'URTEL qui passe par le projet Studio Tamani."
"Banjugu Dante, ale ye URTEL ɲɛmaa ye ani « Maison de la presse » fana ɲɛmaa don :","Bandiougou Danté, qui est président de l'URTEL et aussi président de la Maison de la presse :"
"Tiɲɛ yɛrɛ la, Studio Tamani bɛ dɛmɛba de lase a baarakɛɲɔgɔn arajo tɔw ma lakanabaliya hukumu kɔnɔna na.","En vérité, Studio Tamani apporte une aide inestimable aux autres radios partenaires dans ce contexte d'insécurité."
"Studio Tamani bɛ maaw wele minnu bɛ lakanabaliya baabu faamu kosɛbɛ.","Studio Tamani fait appel à des gens qui comprennent très bien les tenants et les aboutissants de cette insécurité,"
"Wa zurunalisitiw b'u ka baara kɛ koɲuman.","et leurs journalistes font très bien leur travail."
"Studio Tamani nafa ka bon kosɛbɛ bɛn ni basigi sabatili la an ka jamana kɔnɔ inafɔ « docteur » Ali Tunkara, ale y'a jira cogoya min na,","Studio Tamani joue un rôle très positif dans la consolidation de la concorde et de la sécurité dans notre pays comme le souligne le docteur Ali Tunkara."
"Ale ye ɲininikɛla ye Mali sanfɛkalanso la.","Ce dernier est un chercheur universitaire au Mali."
"Nin karamɔgɔba y'a jira k'a fɔ kunnafoni minnu bɛ di an ka kanw na, o bɛ kɛ sababu ye ka maaw siri u ni ɲɔgɔn na sigidaw kɔnɔ","Ce professeur estime que l'information qui est donnée dans nos langues nationales contribue à ce que les gens dans nos communautés s'entraident."
"« docteur » Ali Tunkara :","Docteur Ali Tounkara:"
"Basigi mɔgɔw ni ɲɔgɔn cɛ, ani min ye damatɛmɛwale kɛlɛli ye, Studio Tamani b'i jɔyɔrɔ fa o la kosɛbɛ","EN ce qui concerne al cohésion sociale et la lutte contre le terrorisme, Studio Tamani remplit tout à fait son rôle"
"K'a da a kan u bɛ kuma di maaw ma a kɛra yɔrɔ jan walima yɔrɔ surun fɛ, u ka se u k'u fɛla fɔ.","en effet ils donnent la parole aux gens, qu'ils soient très éloignés ou très proches, afin qu'ils puissent exprimer leur opinion."
"Aw k'a dɔn ko Studio Tamani, san 2020 kɔnɔ, a ye janjo sɔrɔ, bonyamasegin don, min b'a jira k'a fɔ: a bɛ baara kɛ damakɛɲɛ siratigɛ la cɛ ni muso ni ɲɔgɔn cɛ.","A savoir, Studio Tamani a reçu en 2020 une récompense, qui est une reconnaissance indiquant qu'il travaille dans un souci d'égalité entre hommes et femmes."
"O dira « fondation Tuwindi » fɛ ka da baarakɛ koɲuman kan.","Il a été accordé par la fondation Tuwindi pour l'excellence son travail."
"San 2022 fana kɔnɔ, cakɛda min bɛ jamana kɔnɔ an'a ɲɛsinnen don josiraw lafasali ma, o fana ye janjo ta k'a di Studio Tamani ma ka da a ka baara, a kɛcogoya ɲuman kan kɛrɛnkɛrɛnnenya (la) ni adamaden ka josiraw lafasali ye.","En 2022 également, l'organisme qui dans ce pays s'occupe de la protection des droits de l'homme a lui aussi donné une récompense à Studio Tamani pour son travail et son application, en particulier en ce qui concerne la protection des droits de l'homme."
"Karamɔgɔ, denkundi bɛ kɛ Jigi ka so araba nata, denfa ko ten !","Maître, la cérémonie du rasage de la tête de l’enfant a lieu chez Jigi mercredi prochain, c’est l’oncle paternel qui le dit ainsi !"
"Tabaarikala !","Dieu soit loué ! "
"Ala k'o kɛ an kɛnɛ ɲɛna !","Que Dieu le fasse devant nous, en bonne santé !"
"Amiina !","Amen!"
"Maria, Sirajɛ y'a yɛrɛ sɔrɔ don jumɛn ?","Maria, quel jour Siraje a-t-elle accouché ?"
"Sirajɛ y'a yɛrɛ sɔrɔ araba tɛmɛnnen.","Siraje a accouché mercredi passé."
"Tiɲɛ don, a kunɲɔgɔn ye araba nata ye !","C’est vrai, le huitième jour sera mercredi prochain !"
"Tuma caman, den kunnabɔ bɛ bɛn den bangeli kunɲɔgɔn ma wa ?","Dans de cas, le « rasage-de-l'enfant » coïncide-t-il avec le huitième jour après la naissance de l’enfant ?"
"Tuma caman, den kunnabɔ bɛ bɛn den bangeli kunɲɔgɔn ma !","Dans beaucoup de cas, le « rasage-de-l'enfant » coïncide avec le huitième jour après la naissance de l’enfant !"
"Denkundidon sɔgɔmada fɛ.","Le matin du « rasage-de-l'enfant »."
"Aw tɛ taa denkundiyɔrɔ la wa ?","N’allez-vous pas au lieu du « rasage-de-l'enfant » ?"
"Ɔwɔ, an bɛ taa.","Oui, nous partons."
"Kabini sɔgɔma fɔ wula fɛ, mɔgɔ bɛ se ka taa dubabu don wa ?","Depuis le matin jusque dans l’après-midi, peut-on aller faire des bénédictions ?"
"Ɔwɔ, kabini sɔgɔma fɔ wula fɛ, mɔgɔ bɛ se ka taa dubabu don.","Oui, depuis le matin jusque dans l’après-midi, on peut aller faire des bénédictions."
"Musow bɛ mun bɔ denkundi la ?","Que donnent les femmes pour le « rasage-de-l'enfant » ?"
"Dɔw bɛ ɲɔ bɔ, dɔw bɛ safunɛ bɔ.","Certaines donnent du mil, d’autres du savon."
"A ! ne na taa ni kununjɛgɛ ye !","Ah! je vais apporter le poisson d’hier !"
"O fana ka ɲi !","Cela aussi est bien !"
"U selen denkundi yɔrɔ la.","Arrivés au lieu du « rasage-de-l'enfant »."
"Jama, aw ni sɔgɔma !","Assemblée, bonjour !"
"Nba, i ni sɔgɔma !","Merci, bonjour !"
"Denko fɔra an ye, kɛmɛ filɛ : o ye an jɔyɔrɔ ye denko la !","24"
"Tabaarikala ! aw ni ce aw yɛrɛ ye !","Dieu, soit loué ! Merci envers vous-mêmes !"
"Alimami, i ni sɔgɔma !","Imam, bonjour !"
"Nba, karamɔgɔ, salamalekun !","Merci, Maître, Paix à vous!"
"Jeliba, i Jabatɛ !","Griot, toi Jabate !"
"Marahaba !","Merci !"
"Jama ka hakɛ to !","Que l’assemblée excuse !"
"Ko denfaw ko : ko woro kɛmɛ ani « bɔnbɔn paquet » bi saba ani dalasi kɛmɛ duuru, ko ka den tɔgɔ wele ni o ye !","Les oncles paternels ont donné 100 noix de kola, 30 paquets de bonbons et 2500 F pour qu’on donne un nom à l’enfant avec cela !"
"Ko denfaw ni ce ! k'u Tarawele !","32"
"Ko den tɔgɔ ko : Araba !","Le nom de l’enfant est «Araba » !"
"Jama, a' ye mankan suma !","Assemblée, faites moins de bruit !"
"Ko den tɔgɔ ko : Araba !","Le nom de l’enfant est «Araba » !"
"Ko Ala ka den balo !","Que Dieu fasse vivre !"
"Ala k'a kɛ Araba ye !","Que Dieu la fasse Araba !"
"Amiina !","Amen!"
"K'a nakan diya !","Que sa destinée soit bonne !"
"Amiina !","Amen!"
"Ka sin diya a kan rɔ !","Que le sein lui soit agréable !"
"Amiina !","42"
"Aw tɛ woro ni bɔnbɔn di mɔgɔw ma ?","43"
"Ɛ ! jeliba, ko den garijɛgɛ kɛra waa saba ani dalasi kɛmɛ duuru ye, ko jama ka fo !","Eh bien, l’enfant a eu la chance d’avoir 17 500 F, que la foule en soit remerciée !"
"Jama, aw y'a mɛn !","Foule, vous avez entendu !"
"Ko den bɛɛ n'a garijɛgɛ don !","chaque enfant sa chance !"
"Ko foli b'aw ye !","On vous adresse les remerciements !"
"Ko jama ni ce !","La foule, merci !"
"Jelimuso, kuma b'i bolo !","Griotte, tu as la parole !"
"Ko Yaasa ko : ko Ala ka ɲi, kira ka ɲi !","Yassa dit: «Dieu est bon, le Prophète est bon !»"
"Jigi ka ɲi, a muso fana ka ɲi !","Jigi est bon et sa femme aussi est bonne !"
"Haali !","Parfaitement !"
"Ko kabi a sigira Falajɛ fɔ bi, ko a ma tigɛ u la !","Depuis qu’elle s’est installée à Falaje jusqu’à aujourd’hui, il n’y a pas eu de méfiance à leur égard !"
"Hatɛ !","C’est tout à fait vrai !"
"Ko taafe, ko k'a da den kan, ko bi naani ye jeliw ta ye !","Un pagne, c’est pour porter l’enfant, 200 F, c’est pour les griots !"
"Tabaarikala ! ko Ala k'a sara !","56"
"Jeliba, ko ne bɛ jama labila !","Griot, je laisse libre la foule !"
"Jama, ko denfaw ko : k'u yafara jama ma !","Foule, les oncles paternels disent qu’ils excusent la foule !"
"Ala k'an bɛn nin bɔɲɔgɔnko wɛrɛ ma !","Que Dieu fasse que nous nous retrouvions pour une affaire semblable à celle-ci !"
"Amiina !","Amen!"
"Jama, aw k'a kɛ hakɛto ye !","Foule, pardonnez-nous !"
"Ko juma nata denkundi bɛ kɛ Bɛnba Jalo bara !","Vendredi prochain, il y a «rasage-de-l'enfant» chez Benba Jalo."
"Ala k'o don se an kɛnɛ ɲɛna !","Que Dieu fasse que ce jour arrive, nous trouvant en bonne santé !"
"Amiina !","Amen !"
"Sìrajɛ, ń bɔ́ra í kàn bì !","3"
"Tàbáarikala !","4"
"Maria, nê tùn bɛ́ k'í kɔ̀nɔ !","Maria, je t’attendais !"
"Bàba, í ni báara !","6"
"Nê tɛ́ báara sí lá, cí tɛ́ nê lá bìlen !","Je ne suis en train de faire aucun travail, je ne suis plus utile !"
"Bàba, kànâ ò fɔ́, mɔ̀gɔkɔrɔ yé dú kɔ̀lɔsibaa yé !","8"
"Ò fána yé tìɲɛ yé !","9"
"Hɔ́n dén ná, Áràba ɲɛ́bɔra í fɛ̀ !","Prends l’enfant, Araba te désire !"
"Sìrajɛ, mùso ka báara tɛ bán dú kɔ́nɔ, í tɛ nê ládɔnniya ò lá wà ?","11"
"Ò bɛ sé kà kɛ́ !","Cela peut se faire !"
"Sɔ̀gɔmada fɛ̀, mùso ka cí yé jùmɛn yé ?","13"
"Mùso bɛ sòli kà wúli kà jí tà, kà jí gòniya àní k'à sɛ́ɛnɛ...","La femme se lève de très bonne heure, elle porte de l’eau, elle la fait chauffer et la prépare pour la douche..."
"Nàamù ?","15"
"À bɛ sèridaa sìgi, kà dénmisɛnw lákunun àní k'ù kò.","Elle pose la marmite de la bouillie sur le feu, elle réveille les enfants et les lave."
"Ni sèri mìnna, Sìrajɛ, í bɛ mùn kɛ́ ?","17"
"Ni sèri mìnna, nê bɛ só fúran, kà tòɲɔ ɲíni Jígi fɛ̀ dè k'à fòlon àní k'à bùnten.","Après avoir pris la bouillie, je balaie la maison, je demande du mil à Jigi pour le «to», ensuite je le pile pour en enlever le son et le réduire en farine."
"Nàamù ?","19"
"Ò bánnen kɔ́, nê bɛ bárama sìgi tá lá, kà tò tóbi, dè kà nádaga fána sìgi kà ná lábɛ̀n.","Après cela, je pose la marmite sur le feu pour préparer le «to», ensuite je pose la marmite pour préparer la sauce."
"Ò kɔ́ fɛ̀ dùn ?","21"
"Nê bɛ tó fàsa ni sònkala yé, kà gàlama tà kà tòden dá fílenw kɔ́nɔ.","Je remue le «to» pour l’épaissir avec le bâtonnet, je prends la louche et je mets les boules de «to» dans les plats."
"Tìlerɔfana dúnnen kɔ́, mùso ka báara yé jùmɛn yé ?","23"
"Mùso bɛ fílenw kò, k'ù dábiri gɛ́lɛ lá.","La femme lave les calebasses, et les pose à l’envers sur la plate-forme."
"N'ò bɔ́ra yèn dùn ?","25"
"Án bɛ táa jíta lá, kà fìniw kò, kà táa dògoɲini ná, kà nà só, dè kà súrɔfanako dámìnɛ !","Nous partons chercher de l’eau, laver les habits, chercher le bois et nous rentrons à la maison pour ensuite commencer la préparation du repas du soir !"
"Mùso tɛ nákɔ sɛ̀nɛ wà ?","27"
"Ɔ̀wɔ́, mùso cáman bɛ nákɔ sɛ̀nɛ.","28"
"Wúla fɛ̀, ù bɛ táa nákɔ sɔ́n, kà shɔ̀fura kári, kà nà só.","L’après-midi, elles vont arroser le jardin, cueillir les feuilles de haricot et elles rentrent à la maison."
"Dɔ́w fána bɛ kɔ́ɔri párata, kó dì ?","30"
"Ò yé tìɲɛ yé, ò fána yé mùso ka báara yé.","C’est vrai, c’est aussi un des travaux de la femme."
"Sàmiyɛ tùma, dɔ́ bɛ fàra áw ka báara kàn dɛ́ ?","32"
"Kósɛbɛ, kósɛbɛ !","33"
"Sàmiyɛ tùma, ní tò mɔ̀na, án bɛ táa ò dí cíkɛlaw mà fòro lá, ù kɛ̀rɛ fɛ̀.","Pendant la saison des pluies, quand le «to» est prêt nous l’apportons aux cultivateurs dans le champ et nous cultivons à côté d’eux."
"Nàamù ?","35"
"Ni sì mɔ̀na, án bɛ kɔ́lɔ tɔ̀mɔ, kà nà ò kɛ́ díbi lá, k'ò jà, k'ò báara, dè k'ò kɛ́ sìtulu yé.","Si le karité est mûr, nous ramassons les noix, nous les mettons dans le four pour les sécher, les travailler et faire le beurre de karité."
"Mùsow bɛ sé jàgo lá fána, kó dì ?","37"
"Ɔ̀wɔ́, mùsow bɛ sé jàgo lá hàáli !","38"
"Dɔ́w bɛ ɲɔ̀ ni tìga fèere, kà náfɛnw àní jíridenw fèere.","39"
"Dɔ́w fána bɛ fìni jàgo.","D’autres font le commerce du tissu."
"Tìɲɛ ná, mùso jɔ̀yɔrɔ ka bòn dú kɔ́nɔ.","41"
"Dɔ́ɔnin !","Un peu !"
"Áyìwa, Sìrajɛ, í ka í ka báara kɛ́, ń bɛ táa só !","43"
"Báasi tɛ́, bàba, Maria kó : k'à bɛ táa só.","44"
"Ò tɛ kó júgu yé !","45"
"Í ye Bàba sìgiliko fɔ́ à yé wà ?","46"
"Tìɲɛ dòn !","47"
"Hákili ye nê sɔ̀rɔ !","48"
"Maria, kó bóloko dɔ́gɔdara.","49"
"À bɛ bɛ̀n bì tìle tán ni dúuru mà.","Elle aura lieu dans quinze jours."
"Tàbáarikala !","Que Dieu soit loué !"
"Ála k'ò kɛ́ án bɛ́ɛ kɛ́nɛ ɲɛ́ ná !","52"
"Àmiina !","Amen!"
"Paul, ń térikɛ fílɛ, à tɔ́gɔ kó : Bìlangalama.","Paul, voilà mon ami, il s’appelle Bilangalama."
"Bìlangalama, í ka kɛ́nɛ ?","Bilangalama, te portes-tu bien ?"
"Tɔ́ɔrɔ tɛ́ !","Pas de mal!"
"À kó : k'à kɔnɔgwannen kó dɔ́ lá, kó ń ka ń bìla à ɲɛ́ kà táa mórikɛ sɛ́gɛrɛ !","Il dit qu’il est angoissé pour une affaire ; il me demande de le conduire chez le marabout !"
"Nê y'à fɔ́ tèn !","Je l’ai dit ainsi."
"Paul, án mánà táa ɲɔ́gɔn fɛ̀ mórikɛ bára, í tɛ́nà bámanana dɔ́n kà táa à fɛ̀ wà ?","Paul, si nous allons ensemble chez le marabout, est-ce que tu ne vas pas connaître davantage le milieu bambara ?"
"Ò nà kɛ́ ! án ka wá !","C’est vrai! Allons-y !"
"Án séra mórikɛ bára.","Nous sommes chez le marabout."
"Jèliba, í ni sɔ̀gɔmà !","Griot, bonjour !"
"Màrahabanin !","Bonjour !"
"Jígi, í nàna ?","Jigi, tu es venu ?"
"Ɔ̀wɔ́, jèliba, à fɔ́ kàramɔgɔ yé, kó dúnan bɛ́ ń fɛ̀ !","Oui, griot, dis au maître que j'ai un « étranger » !"
"Nàamù !","Oui?"
"K'à nàna à sɛ́gɛrɛ cí lá, k'à ka dòn à jìgi kɔ́rɔ !","Qu'’il est venu le trouver pour une affaire, pour qu’il réponde à son attente !"
"Hátɛ !","Bien !"
"Ò mánà kɛ́, ò nà díya án yé.","S'il le fait, cela nous fera plaisir."
"Báasi tɛ́, ò bɛ kɛ́.","Bon, d’accord."
"Á'yé ń kɔ̀nɔ yàn !","Attendez-moi ici !"
"Áyìwa, Jígi, kàramɔgɔ kó : k'áw k'áw sìgi fɔ́lɔ !","Eh bien, Jigi, le marabout vous dit de vous asseoir pour l’instant !"
"Kɔ́nɔgwanbaatɔw bɛ́ɛ bɛ nà ù kàlifa mórikɛ mà wà ?","Tous ceux qui ont des problèmes viennent-ils se confier au marabout ?"
"Àyí dɛ́ ! dɔ́w b'ù kàlifa Ála mà !","Point du tout ! Certains se confient à Dieu !"
"Dɔ́w b'ù kàlifa cɛ̀ndalaw mà !","Certains se confient aux devins !"
"Dɔ́w sá, ù b'ù kàlifa mórikɛ mà !","D’autres enfin se confient au marabout !"
"Mórikɛ àní cɛ̀ndalaw mánà ù màgo lájɛ, ù màgo bɛ ɲɛ̀ wà ?","Si le marabout et les devins se penchent sur leurs problèmes, est-ce que ceux-ci vont être résolus ?"
"Dɔ́w tá bɛ ɲɛ̀, dɔ́w tá tɛ ɲɛ̀.","Pour certains, ça réussit, pour d’autres, ça ne réussit pas."
"Kó bɛ́ɛ fáralen tɛ́ Ála lá wà ?","Toutes choses ne dépendent-elles pas de Dieu ?"
"Áyìwa, Jígi, k'áw ka nà !","Eh bien, Jigi, on vous dit de venir !"
"Á'y'áw sìgi ! dɔ́ dí !","Asseyez-vous ! Parle !"
"Bìlangalama, kúma b'í bólo !","Bilangalama, à toi la parole !"
"Jèliba, ń séra yàn bì, báasi tɛ́ !","Griot, je suis venu ici aujourd’hui, ce n’est pas grave ! "
"Ála k'án kísi báasi mà !","Que Dieu nous préserve du mal!"
"Àmiina ! mîn dòn, ò fílɛ : kàbíni sàn cáman, jínɛbana bɛ́ nê mùso lá.","Amen ! Voici ce qu’il en est : depuis plusieurs années, ma femme a une maladie venant des mauvais génies."
"Nàamù ?","Oui ?"
"Án ye fúra cáman bɔ́ à lá kà kɛ́ɲɛ.","Nous avons essayé beaucoup de remèdes, et nous avons échoué."
"Nàamù !","Oui ?"
"Ò tùma, nê nàna kàramɔgɔ déli à ka dòn nê jìgi kɔ́rɔ.","Alors, je suis venu supplier le maître afin qu’il réponde à mon attente."
"Hátɛ !","Bien !"
"Jínɛjugu nìn mánà gɛ́n kà bɔ́ nê mùso lá, ò nà díya ń yé kósɛbɛ !","Si ce mauvais esprit est chassé de ma femme, je serai très content !"
"Hàáli !","Parfaitement !"
"Ò yé ń sékun yé yàn, kó : wáa kélen fílɛ, kàramɔgɔ sàgo, Ála sàgo !","C’est le but de ma venue, voici.5000 F, volonté du maître, volonté de Dieu !"
"Í ni sé !","Toi et l'arrivée !"
"Áyìwa, kàramɔgɔ, í m'à mɛ́n ?","44"
"Kó : à mɛ́nnen bɛ́ !","Si! J'ai compris !"
"Jígi, ní kàramɔgɔ ye kìtabu lájɛ, à bɛ à fúrakɛcogo dɔ́n wà ?","Jigi, si le maître a consulté le livre, est-ce qu’il connaît la façon de la soigner ?"
"Paul, í jɔ̀ dɔ́ɔnin !","47"
"Áyìwa, jèliba, nê ye mîn yé dúnankɛ ìn ka kó rɔ́, à ka nɔ̀gɔn Ála fɛ̀.","Eh bien, griot, ce que vu dans l’affaire de cet « étranger », c’est facile grâce à Dieu."
"Tàbáarikala !","49"
