"french","bambara"
"[Context: prov] il n'y a pas de procès entre un vautour et un cadavre de chien","kíri tɛ́  dùgakɔrɔ ní  wùlusu cɛ́"
"juger qn en justice","kíri tìgɛ  màa kàn"
"juger coupable qn, le punir","kíri bìn  màa kàn"
"attaquer en justice","kíri"
"soufre","kìribi"
"soufre","tìnbiriki"
"saoûler","kìribi"
"l'hydromel l'a enivré","díkolen y'á kìribi"
"drogue","kìribifura"
"bagatelle","kìribikaraba"
"amusement","kìribikaraba"
"querelleur","kírifuntun"
"billet de 1000 francs","kìrika"
"billet de 1000 francs","krìka"
"très brave","kírikajo"
"laisser inerte","kìrikara"
"laisser inerte","kìrinkaran"
"laisser inerte","kìsikasa"
"laisser inerte","kìisikaasa"
"faire perdre sa vitalité","kìrikara"
"faire perdre sa vitalité","kìrinkaran"
"faire perdre sa vitalité","kìsikasa"
"faire perdre sa vitalité","kìisikaasa"
"ils ont battu le voleur et l'ont laissé inerte","ù yé  sòn cì  fɔ́ k'á kìrikara"
"lutte difficile","kírikasa"
"empoignade farouche","kírikasa"
"selle","kírikɛ"
"selle","kírike"
"selle","kílike"
"selle","kɛ́rikɛ"
"selle","kɛ́rɛke"
"très brave","kìriki"
"très sale","kírikiri"
"très sale","kírikiti"
"très noir","kírikiri"
"très noir","kírikiti"
"le ciel est très noir","sán fìnna kírikiri"
"s'agiter","kírikiri"
"gigoter","kírikiri"
"épilepsie","kìrikirimasyɛn"
"épilepsie","bìnnibana"
"épilepsie","bìlibana"
"épileptique","kìrikirimasyɛntɔ"
"très sale","kírikiti"
"très sale","kírikiri"
"très sale","kírititi"
"très noir","kírikiti"
"très noir","kírikiri"
"très noir","kírititi"
"syncope","kìrin"
"anesthésie","kìrin"
"s'évanouir","kìrin"
"il s'est évanoui","à kìrinna"
"asphyxier","kìrin"
"le froid lui a engourdi les jambes","nɛ́nɛ y'á sèn kìrin"
"être d'une timidité.maladive","kìrin"
"guitare","kírinɛ"
"guitare","jùrukelennin"
"produit anesthésique","kìrinnan"
"évanouissement","kìrinni"
"anesthésie","kìrinni"
"partie adverse","kíriɲɔgɔn"
"partie adverse","kíritigɛɲɔgɔn"
"gnac","kíriri"
"niaque","kíriri"
"procès","kíritigɛ"
"procès","kíiri.tigɛ"
"jugement","kíritigɛ"
"jugement","kíiri.tigɛ"
"juge","kíritigɛla"
"juge","kíiri.tigɛ.la"
"partie adverse","kíritigɛɲɔgɔn"
"partie adverse","kíriɲɔgɔn"
"partie adverse","kíiri.tigɛ.ɲɔgɔn"
"palais de justice","kíritigɛso"
"palais de justice","kíiri.tigɛ.so"
"bruit sourd","kíriwu"
"grain","kìsɛ"
"germe","kìsɛ"
"tu enlèves l'amande du noyau de mangue","í bɛ́  kìsɛ bɔ́  mángorokolo lá"
"[Context: citron, orange ...] pépin d'agrume","lèmurukisɛ"
"germe de maladie : microbe, bactérie, virus ...","bànakisɛ"
"balle","kìsɛ"
"grain de gravier","bɛ̀lɛkisɛ"
"plomb de fusil","nɛ̀gɛkisɛ"
"braise","tákisɛ"
"goutte de pluie","gònikisɛ"
"élément d'un tout","kìsɛ"
"lame de couteau","mùrukisɛ"
"lame d'un balafon","bálakisɛ"
"[Context: du sein] mamelon","sínkisɛ"
"clitoris","byɛ̀kisɛ"
"vérité","kìsɛ"
"parole de poids, l'essentiel du problème","kúmakisɛ"
"ce proverbe dit bien vrai","ntàlen nìn yé  kìsɛ yé"
"lien","jùru"
"une corde","jùrukisɛ"
"grener","kìsɛ"
"le mil est en grains","ɲɔ̀ kìsɛra"
"granuler","kìsɛ"
"former de petites boules","kìsɛ"
"il a les cheveux tout frisés","à kùnsi kìsɛlen"
"actif","kìsɛ"
"ardent au travail","kìsɛ"
"il est plus actif que toi","à ká kìsɛ  í yé"
"tireur d'élite","kìsɛkelenfili"
"bourbouille","kìsɛkisɛ"
"petits boutons","kìsɛkisɛ"
"en forme de grain","kìsɛlama"
"à.graine","kìsɛma"
"en grain","kìsɛma"
"avec sa lame","kìsɛma"
"actif","kìsɛman"
"zélé","kìsɛman"
"sans grain","kìsɛntan"
"vain","kìsɛntan"
"[Context: Pr 11, 18] le méchant recueille un décevant profit","Mɔ̀gɔjugu bɛ́ tɔ̀nɔ kìsɛntan sɔ̀rɔ"
"ardeur","kìsɛya"
"depuis qu'il est tout petit, il se réveille plein d'ardeur au travail","kàbi dénmisɛn ncíninnin, à ní  kìsɛya bɛ́ wúli"
"encourager","kìsɛya"
"la noix de kola donne de l'énergie","wòro bɛ́  màa kìsɛya"
"sauver","kísi"
"préserver","kísi"
"que Dieu nous préserve de la famine !","Ála k'án kísi  kɔ́ngɔ mà !"
"que Dieu nous en préserve !","Ála m'án kísira  ò mà !"
"souhaiter","kísi"
"on doit souhaiter du bien aux gens","í ká kán  kà màa kísi ní  ɲùman yé"
"vie","kísi"
"sauveur","kísibaa"
"sauveur","kísi.baga"
"mélanger","kìsibikasaba"
"sans valeur","kìsikasa"
"sans valeur","kìrikara"
"marcher avec difficulté","kìsikasa"
"marcher avec difficulté","kìisikaasa"
"marcher avec difficulté","kìrikara"
"salut","kísili"
"préservation","kísili"
"livre","kìtabu"
"très sale","kítikiti"
"très sale","kírikiri"
"l'au-delà","kíyama"
"l'au-delà","àlkiyama"
"arriver","kò"
"la nuit est tombée, il est tard","sú kòlen"
"la nuit va te surprendre","sú nà kò  í lá"
"laver","kò"
"laver","k'"
"[Context: avant de manger ...] se laver les mains","í tɛ́gɛ kò"
"se laver la figure, prendre le petit déjeûner","í ɲɛ́ kò"
"[Context: il est mort!] une autre main lui lave le visage","bólo wɛ́rɛ b'á ɲɛ́ kò"
"affaire","kó"
"coutume","kó"
"c'est toi que cela concenre, c'est de ta faute","í ká kó dòn"
"cela ne te regarde pas !","í ká kó t'á lá"
"j'aime un tel, une telle","kàrisa kó ká dí ń yé"
"ta manière d'agir ne me plaît pas","í ká kó mán dí ń yé"
"je ne t'aime pas","à má  kó dɔ́n fɔ́lɔ"
"[Context: l'âge de raison] il n'a pas encore d'expérience","bámanacɛkɔrɔba kó : kó kɔ́rɔ tɛ́  kó tíɲɛ, kó kúra dè bɛ́  kó tíɲɛ"
"les vieux bambara disent ""les vieilles coutumes ne gâtent rien, ce sont les nouveautés qui gâtent les affaires""","màkariko dòn"
"c'est une affaire pitoyable","cɛ̀ko"
"problème","kó"
"tout va bien !","kó tɛ́ !"
"je ne te ferai pas de mal","né tɛ́na kó k'í lá"
"ils m'ont mis dans le pétrin, créé des ennuis","ù yé  né bìla  kó lá"
"envie","kó"
"j'en ai besoin","ò kó bɛ́  né yé"
"il a envie de kola","wòroko b'á yé"
"fois","kó"
"combien de fois","kó jòli ?"
"souvent","kó cáman"
"une nouvelle fois, de nouveau","kó kúra"
"QUOT","kó"
"QUOT","k'"
"dire à qn","kó...yé"
"tous lui disaient ...","kó...mà"
"qu'en dis-tu ?","bɛ́ɛ tùn kó  à yé"
"[Context: élision de ""à ko ko à ...""] il dit qu'il part demain","í kó dì ?"
"n'est-ce pas ?","à kó k'á bɛ́ táa síni"
"pas possible !","kó dì ?"
"hein ! qu'est-ce que tu dis ?","kó dì sá !"
"son sens en est :"" ...","kó mùn ?"
"grand événement","kóba"
"gros ennui","kóba"
"gonolek de Barbarie","kòbákò"
"non lavé","kòbali"
"tout-puissant","kóbɛɛsebaa"
"coït","kòbi"
"coït","kɔ́bi"
"s'unir, s'accoupler","kòbi kɛ́"
"baiser","kòbi"
"baiser","kɔ́bi"
"s'unir à une femme","mùso kòbi"
"rendre agréable","kódiya"
"faire aimer","kódiya"
"savoir","kódɔn"
"expérience","kódɔn"
"entendre dire","kódɔ́n"
"apprendre indirectement","kódɔ́n"
"savant","kódɔnbaa"
"savant","kó.dɔn.baga"
"cultivé","kódɔnbaa"
"cultivé","kó.dɔn.baga"
"personne expérimentée","kódɔnbaa"
"personne expérimentée","kó.dɔn.baga"
"ignorant","kódɔnbali"
"inexpérimenté","kódɔnbali"
"ignorance","kódɔnbaliya"
"inexpérience","kódɔnbaliya"
"savant","kódɔnna"
"connaisseur","kódɔnna"
"indifférent","kódumandɔnbali"
"rapporter","kófɔ"
"dénoncer","kófɔ"
"parler de","kófɔ"
"tu ne m'as pas donné ce dont je t'ai parlé","ń yé  fɛ́n mín kó'í yé, í m'ó dí ń má"
"faire savoir","kófɔ"
"filasse","kòfu"
"filasse","kòlanfu"
"filasse","kòlifu"
"éponge végétale","kòfu"
"éponge végétale","kòlanfu"
"éponge végétale","kòlifu"
"affaire importante","kógɛlɛn"
"difficulté","kógɛlɛn"
"petit mur","kógo"
"petit mur","kóko"
"il est entré chez lui en faisant le mur","à yé  kógo tà  kà dòn à ká só"
"très dur","kógoso"
"très dur","kógosogo"
"lentement","kógoso"
"lentement","kógosogo"
"eau de lavage de mil","kòji"
"breuvage de son de mil pour le bétail","kòji"
"barbotage","kòji"
"eau de toilette","kòji"
"boisson faite de farine de mil, de piment et de miel","kòji"
"trop","kójugu"
"beaucoup","kójugu"
"il boit trop de bière","à bɛ́  dɔ̀lɔ mìn kójugu"
"assurément","kójugu"
"parfaitement","kójugu"
"parfaitement ! je le crois","kójugu ! ń dára  ò lá"
"malfaiteur","kójugukɛla"
"méfait","kójuguya"
"excès","kójuguya"
"d'avoir trop crié l'a enroué","à kúlo kójuguya y'á kán sìsi"
"omission","kókɛbaliya"
"griot peul","kòkoroko"
"pagne","kòkoróko"
"pagne","kókòrikó"
"cocorico","kòkuloriko"
"cocorico","kòkloriko"
"meneur","kókun"
"meneur","kùntigi"
"de nouveau","kókura"
"apprendre","kóladɔ́n"
"examiner","kólajɛ́"
"examiner","kó.rɔ.jɛ́"
"espionner","kólajɛ́"
"espionner","kó.rɔ.jɛ́"
"aller voir le malade","bànabaatɔ kórɔjɛ"
"informateur","kólakalila"
"délateur","kólakalila"
"savon","kòlan"
"éponge","kòlan"
"enclume","kólan"
"enclume","kúlan"
"qui aime les histoires","kólandi"
"fait de se mêler des affaires d'autrui","kólandiya"
"courge-torchon","kòlanfu"
"courge-torchon","kòlifu"
"pélican gris","kólanjan"
"pélican gris","kɔ̀nɔ-bɔ̀rɔtigi"
"pélican blanc","kólanjan"
"pélican blanc","kɔ̀nɔ-bɔ̀rɔtigi"
"action de laver","kòli"
"[Context: elle] il  est en train de se laver","à bɛ́  kòli lá"
"règles","kòli"
"elle a ses règles","à bɛ́  kòli lá"
"filasse","kòlifu"
"eau pour sa toilette","kòliji"
"margouillat mâle","kòlikɛ"
"lavandière","kòlila"
"on va trouver une laveuse","kòlila bɛ́ sɔ̀rɔ"
"bassin","kòliminɛn"
"cuve","kòliminɛn"
"douchière","kòliyɔrɔ"
"lieu de toilette","kòliyɔrɔ"
"buanderie","kòliyɔrɔ"
"os","kólo"
"dent","kólo"
"un tel est de faible constitution","kàrisa kólo ká mìsɛn"
"l'enfant fait ses dents, il a mal aux dents","kólo b'á lá"
"mânes des ancêtres","kólokɔrɔw"
"noyau","kólo"
"[Context: rosa] le noyau de ""tutu"" est très dur","tùtukolo ká gɛ̀lɛn"
"l'essentiel","kólo"
"l'essentiel de ce qui a été dit, à dire","kúmakolo"
"texture","kólo"
"de teinte rougeâtre","kólobilen"
"ce tissu est très solide","nìn fìni kólo ká gɛ̀lɛn"
"vivre de manière indépendante, bien, jusqu'à devenir qn, c'est difficile","kà bálo  à kólo lá  kà ɲà  kà kɛ́  fɛ́n yé, ò ká gɛ̀lɛn"
"maladie provoquée par les sorciers","kólo"
"éduquer","kólo"
"éduquer","báku"
"éduquer","kólon"
"dompter","kólo"
"dompter","báku"
"dompter","kólon"
"les parents doivent dresser leurs enfants","bángebaa ká kán kà dénmisɛn kólo"
"obéir","kólo"
"obéir","báku"
"obéir","kólon"
"soyons soumis les uns aux autres","án kà kólo  ɲɔ́gɔn yé"
"assouplir","kólo"
"assouplir","báku"
"assouplir","kólon"
"fort","kólobakari"
"audacieux","kólobakari"
"incorrigible","kólobali"
"barbare","kólobali"
"[Context: Ps 114, 1] quand la famille de Jacob quitta un peuple barbare","Zákɔbu kɔ́lɛ bɔ́len síya kólobali cɛ́ lá"
"[Context: Pr 23, 13] n'hésite pas à corriger un enfant","Í kàna dénmisɛn kólobali tó"
"de nulle valeur","kòlobokalaba"
"traîner au travail","kòlobokalaba"
"être négligent","kòlobokalaba"
"remuer","kòlobokalaba"
"premières dents des bébés","kólobɔ"
"mal aux dents","kólobɔ"
"rhumatisme","kóloci"
"rhumatisme","kólo.ti"
"crampe","kóloci"
"crampe","kólo.ti"
"petit os","kóloden"
"petit os","kólonin"
"courbatures","kólofaga"
"user","kólofiyɛnya"
"diminuer d'épaisseur","kólofiyɛnya"
"solide","kólogɛlɛn"
"solide","kólo.gwɛlɛn"
"résistant","kólogɛlɛn"
"résistant","kólo.gwɛlɛn"
"de poids","kólogɛlɛn"
"de poids","kólo.gwɛlɛn"
"rendre dur","kólogɛlɛya"
"encourager","kólogɛlɛya"
"solidité","kólogɛlɛya"
"courage","kólogɛlɛya"
"solide","kólogirin"
"épais","kólogirin"
"une solide cantine en fer","nɛ̀gɛkɛsu kólogirin"
"pénible","kólogirin"
"travail dur comme celui des carrières","báara kólogirin  íko  fáraci"
"important","kólogirin"
"important","kólogirinman"
"important","kólogirin"
"l'histoire de Jonas nous montre des vérités importantes","Zónasi kìbaro bɛ́ tìyɛnkuma kólogirinman dɔ́ jìra"
"solidité","kólogirinya"
"épaisseur","kólogirinya"
"rendre solide","kólogirinya"
"rendre résistant","kólogirinya"
"cimetière","kólojɛbugu"
"cimetière","káburudo"
"cimetière","sɛ̀lɛdo"
"flâner","kòlokala"
"flâner","kòlokolo"
"flâner","kòolokaala"
"fracture","kólokari"
"chat ganté","kólokari"
"chat ganté","jàkumawara"
"chat ganté","syɛ̀minawara"
"chat ganté","ɲàriwara"
"chat ganté","kólonkari"
"chat des sables","kólokari"
"chat des sables","jàkumawara"
"chat des sables","syɛ̀minawara"
"chat des sables","ɲàriwara"
"chat des sables","kólonkari"
"pagne blanc et noir","kólokelennin"
"agile","kólokɛnɛ"
"plein de vie","kólokɛnɛ"
"agilité","kólokɛnɛya"
"vitalité","kólokɛnɛya"
"mal éduqué","kólokojugu"
"mal éduqué","kólon.ko.jugu"
"mauvaise éducation","kólokojuguya"
"déplumé","kòlokolo"
"dépenaillé","kòlokolo"
"imberbe","kòlokolo"
"tu n'as pas de poils au menton","í bònbo kòlokolo dòn"
"boisson forte","kòlokolo"
"arbre Pericopsis laxiflora","kólokolo"
"arbre Afrormosia laxiflora","kólokolo"
"tambour","kólokolo"
"tambour","kɔ́lɔkɔlɔ"
"sonner","kólokolo"
"mettre en boule","kólokolo"
"donner une forme cylindrique","kólokolo"
"rassembler","kólokolo"
"refus catégorique","kólokoto"
"échec complet","kólokoto"
"il l'a supplié vainement","à y'á déli kólokoto !"
"comprimer","kólokoto"
"froisser","kólokoto"
"réduire à.la misère","kólokoto"
"qui ne recule devant rien","kólokòto"
"[Context: on n'a pas réussi à le prendre au piège] [Context: prov] [Context: sans avoir été invité] le ""kolokoto"" a fait la veillée de mariage    =","kólokoto yé fùru sì"
"tête d'articulation","kólokun"
"ossature","kólokun"
"il est costaud","à kólokun ká kùnba"
"corpulent","kólokunba"
"os","kólokuru"
"docilité","kólolenya"
"bonne éducation","kólolenya"
"osseux","kóloma"
"ossu","kóloma"
"résistant","kóloma"
"important","kóloma"
"malingre","kólomadɔgɔ"
"résistant","kólomagɛlɛn"
"résistant","kólogɛlɛn"
"maigre","kólomamisɛn"
"fluet","kólomamisɛn"
"cartilage","kólomɛrɛ"
"cartilage","kólomɛrɛnin"
"cartilage","kólomyɛnin"
"maigrichon","kólomisɛn"
"cauris","kòlon"
"divination par les cauris","kòlon"
"jeter les cauris = faire la divination par les cauris","kòlonnin fìli"
"mortier","kòlon"
"fainéant","kólon"
"bon à.rien","kólon"
"son mari est paresseux","à cɛ̀ ká kólon"
"usagé","kólon"
"bon à.rien","kólon"
"vieux linge, chiffon","fìnikolon"
"vide","kólon"
"vide","lánkolon"
"[Context: vide] il y a là-bas un vieux terrier d'oryctérope","tìnbadingɛkolon bɛ́ yèn"
"nu","kólon"
"nu","lánkolon"
"ceinture de cauris","kòlongale"
"petit bouton","kólonin"
"pilon","kòlonkala"
"petit pilon fétiche","kòlonkalanin"
"sommeil maladif","kólonkariɲama"
"un cauris","kòlonkisɛ"
"mal éduqué","kólonkojugu"
"mal éduqué","kólokojugu"
"faire rouler","kòlonkolon"
"explorer","kòlonkolon"
"le chasseur a exploré tous les alentours du village","dònso yé  dùgu dáfɛla bɛ́ɛ kòlonkolon"
"outarde de Denham","kólonkɔnɔ"
"oiseau amarante commun","kòlonkɔrɔkɔnɔnin"
"paresseux","kólonman"
"usagé","kólonman"
"entr'aide","kòlonnabɔ"
"entr'aide","kòlon.nɔ.bɔ"
"entr'aidons-nous  pour le pilage !","án kà  kòlonnabɔ kɛ́!"
"divination","kòlonninfili"
"divination","kòlon.nin.fli"
"devin","kòlonninfilila"
"devin","kòlon.nin.fli.la"
"abords du mortier","kòlonsen"
"bracelet","kólonson"
"noix de cola","kólonson"
"mélanger","kólonson"
"mélanger","kólensen"
"croiser","kólonson"
"croiser","kólensen"
"poule noire et blanche","kòlonsyɛ"
"riche","kòlontigi"
"récipient","kòlonton"
"fainéantise","kólonya"
"rendre paresseux","kólonya"
"courbatures","kólosa"
"courbaturer","kólosà"
"courbatures","kólosabana"
"os spongieux","kólosu"
"rebouteux","kólotugu"
"mise bout à.bout des os fracturés","kólotugu"
"rebouteux","kólotugula"
"rebouteux","kólotugu"
"rhumatisme","kólowalawala"
"rhumatisme","kóloci"
"attestation","kómagɛlɛyasɛbɛn"
"certificat de recommandation","kómagɛlɛyasɛbɛn"
"réponds-moi avec une recommandation attestant que ...","í k'à jáabi ní  kómagɛlɛyasɛbɛn yé  mín b'á jìra kó..."
"s'enquérir","kómaɲìninka"
"demander des nouvelles","kómaɲìninka"
"il m'a demandé des nouvelles de Nsan","à yé  Nsán kómaɲininka ń ná"
"j'ai demandé à Nsan des nouvelles du travail","ń yé  báara kómaɲininka  Nsàn ná"
"déformation","kómayɛlɛma"
"déformer","kómayɛ̀lɛma"
"transformer complètement","kómayɛ̀lɛma"
"il a déformé les faits","à yé  ò kó kómayɛlɛma"
"personne qui déforme les faits","kómayɛlɛmana"
"entendre parler","kómɛ́n"
"comme","kómi"
"puisque","kómi"
"commune","komini"
"pomme de terre","kómitɛrɛ"
"pomme de terre","kómitɛri"
"pomme de terre","pɔ́mitɛrɛ"
"cible","kòn"
"cible","nkòn"
"singe mâle","kòn"
"singe mâle","kɔ̀n"
"porte","kón"
"fermer la porte à clé","kón sɔ̀gɔ"
"sans enfant","kòna"
"sans enfant","bɔ̀rɔgɛ"
"sans enfant","kɔ́nan"
"état d'une femme sans enfant","kònaya"
"engendrer n'empêche pas de rester sans enfant","wólo tɛ́  kònaya sà : (dícton)"
"priver d'enfant","kònaya"
"le dévergondage l'a rendue stérile","yáala y'á kònaya"
"serrure","kónbalabala"
"beugler","kònbo"
"beugler","kòmo"
"rugir","kònbo"
"rugir","kòmo"
"grande corbeille","kòndo"
"grande corbeille","kònto"
"région lombaire","kòngoron"
"région lombaire","kòto"
"région lombaire","kónkoron"
"mais","kòni"
"hyène","kónjo"
"hyène","kóyo"
"fort et bête","kónjo"
"fort et bête","kóyo"
"barbu de Vieillot","kónkànko"
"barbu de Vieillot","kónkànkon"
"Lybius vieilloti","kónkànkon"
"petit barbu à.front jaune","kónkankoninkelen"
"vieux singe rouge","kònkelen"
"calebasse sphérique","kònko"
"calebasse sphérique","ŋúnufyɛkonko"
"calebasse sphérique","kòngo"
"planchette","kónkòlo"
"partie saillante","kónkon"
"arcade sourcilière","kónkon"
"mâchoire","kónkon"
"secouer","kónkon"
"tapoter","kónkon"
"[Context: il est vide = mon dernier garçon a été circoncis !] mon grenier est épousseté","né ká jìginɛ kónkonna"
"décharger","kónkon"
"silure","kònkonnin"
"silure","mànɔgɔ"
"silure","kòonin"
"habit de chasseur","kònkoro"
"singe adulte","kònkɔrɔ"
"singe adulte","kɔ̀n.kɔrɔ"
"gros singe rouge","kònkɔrɔ"
"gros singe rouge","kɔ̀n.kɔrɔ"
"clef","kónnɛgɛ"
"fétiche de chasseur","kónnɛgɛ"
"clef","kónɲi"
"clef","kón.ɲin"
"fermer à.clé","kónsɔ̀gɔ"
"s'asseoir.'en tailleur'","kónsɔ̀gɔ"
"serrure","kónsɔgɔbalabala"
"affaire","kóɲɛ"
"affaire","kó.ɲa"
"problème","kóɲɛ"
"problème","kó.ɲa"
"mon problème n'est pas encore solutionné","né ká kóɲɛ má ɲà fɔ́lɔ"
"fois","kóɲɛ"
"fois","kó.ɲa"
"[Context: accouche d'un garçon] si c'est la première fois que la femme  on l'appelle ""Nci"", si c'est la seconde fois, on l'appelle ""Nsan""","ní  mùso kóɲɛ fɔ́lɔ dòn, à bɛ́ fɔ́ kó : Ncì, ní  sènɲa fílanan dòn, à bɛ́ fɔ́ kó : Nsàn"
"organisateur","kóɲɛbɔla"
"organisateur","kóɲɛnabɔla"
"bien","kóɲuman"
"il m'a bien traité","à yé  né mìnɛ kóɲuman"
"reconnaissance","kóɲumandɔn"
"reconnaissance","wáleɲumandɔn"
"être reconnaissant","kóɲumandɔn"
"reconnaître la valeur","kóɲumandɔn"
"diamètre","kòolikɔnɔci"
"péritoine","kóono"
"péritoine","kɔ́ɔnɔ"
"cercle","kòori"
"cercle","kòoli"
"cerne","kòori"
"cerne","kòoli"
"encercler","kòori"
"encercler","kòoli"
"arrondir","kòori"
"arrondir","kòoli"
"c'est la pleine lune","kálo kòolilen bɛ́"
"traîner","kòoro"
"traîner","sàsa"
"ratisser","kòoro"
"ratisser","sàsa"
"récipient de métier","kòoro"
"récipient de métier","kòolo"
"hurler","kóoro"
"mugir","kóoro"
"varan de terre","kóoro"
"varan de terre","kóro"
